paper_id	publication_year
2497	2019
2498	2019
2499	2019
2500	2019
2501	2019
2502	2019
2503	2019
2504	2019
2505	2019
2506	2019
2507	2019
2508	2019
2509	2019
2510	2019
2511	2019
2512	2020
2513	2020
2514	2020
2515	2020
2516	2020
2517	2020
2518	2020
2519	2020
2520	2020
2521	2020
2522	2020
2523	2020
2524	2020
2525	2020
2526	2020
2527	2020
2528	2020
2529	2020
2530	2020
2531	2020
2532	2020
2533	2020
2534	2020
2535	2020
2536	2020
2537	2020
2538	2020
2539	2020
2540	2020
2541	2020
2542	2020
2543	2020
2544	2020
2545	2020
2546	2020
2547	2020
2548	2020
2549	2020
2550	2020
2551	2020
2552	2020
2553	2020
2554	2020
2555	2020
2556	2020
2557	2020
2558	2020
2559	2020
2560	2020
2561	2020
2562	2020
2563	2020
2564	2020
2565	2020
2566	2020
2567	2020
2568	2020
2569	2020
2570	2020
2571	2020
2572	2020
2573	2020
2574	2020
2575	2020
2576	2020
2577	2020
2578	2020
2579	2020
2580	2020
2581	2020
2582	2020
2583	2020
2584	2020
2585	2020
2586	2020
2587	2020
2588	2020
2589	2020
2590	2020
2591	2020
2592	2020
2593	2020
2594	2020
2595	2020
2596	2020
2597	2020
2598	2020
2599	2020
2600	2020
2601	2020
2602	2020
2603	2020
2604	2020
2605	2020
2606	2020
2607	2020
2608	2020
2609	2020
2610	2020
2611	2020
2612	2020
2613	2020
2614	2020
2615	2020
2616	2020
2617	2020
2618	2020
2619	2020
2620	2020
2621	2020
2622	2020
2623	2020
2624	2020
2625	2020
2626	2020
2627	2020
2628	2020
2629	2020
2630	2020
2631	2020
2632	2020
2633	2020
2634	2020
2635	2020
2636	2020
2637	2020
2638	2020
2639	2020
2640	2020
2641	2020
2642	2020
2643	2020
2644	2020
2645	2020
2646	2020
2647	2020
2648	2020
2649	2020
2650	2020
2651	2020
2652	2020
2653	2020
2654	2020
2655	2020
2656	2020
2657	2020
2658	2020
2659	2020
2660	2020
2661	2020
2662	2020
2663	2020
2664	2020
2665	2020
2666	2020
2667	2020
2668	2020
2669	2020
2670	2020
2671	2020
2672	2020
2673	2020
2674	2020
2675	2020
2676	2020
2677	2020
2678	2020
2679	2020
2680	2020
2681	2020
2682	2020
2683	2020
2684	2020
2685	2020
2686	2020
2687	2020
2688	2020
2689	2020
2690	2020
2691	2020
2692	2020
2693	2020
2694	2020
2695	2020
2696	2020
2697	2020
2698	2020
2699	2020
2700	2020
2701	2020
2702	2020
2703	2020
2704	2020
2705	2020
2706	2020
2707	2020
2708	2020
2709	2020
2710	2020
2711	2020
2712	2020
2713	2020
2714	2020
2715	2020
2716	2020
2717	2020
2718	2020
2719	2020
2720	2020
2721	2020
2722	2020
2723	2020
2724	2020
2725	2020
2726	2020
2727	2020
2728	2020
2729	2020
2730	2020
2731	2020
2732	2020
2733	2020
2734	2020
2735	2020
2736	2020
2737	2020
2738	2020
2739	2020
2740	2020
2741	2020
2742	2020
2743	2020
2744	2020
2745	2020
2746	2020
2747	2020
2748	2020
2749	2020
2750	2020
2751	2020
2752	2020
2753	2020
2754	2020
2755	2020
2756	2020
2757	2020
2758	2020
2759	2020
2760	2020
2761	2020
2762	2020
2763	2020
2764	2020
2765	2020
2766	2020
2767	2020
2768	2020
2769	2020
2770	2020
2771	2020
2772	2020
2773	2020
2774	2020
2775	2020
2776	2020
2777	2020
2778	2020
2779	2020
2780	2020
2781	2020
2782	2020
2783	2020
2784	2020
2785	2020
2786	2020
2787	2020
2788	2020
2789	2020
2790	2020
2791	2020
2792	2020
2793	2020
2794	2020
2795	2020
2796	2020
2797	2020
2798	2020
2799	2020
2800	2020
2801	2020
2802	2020
2803	2020
2804	2020
2805	2020
2806	2020
2807	2020
2808	2020
2809	2020
2810	2020
2811	2020
2812	2020
2813	2020
2814	2020
2815	2020
2816	2020
2817	2020
2818	2020
2819	2020
2820	2020
2821	2020
2822	2020
2823	2020
2824	2020
2825	2020
2826	2020
2827	2020
2828	2020
2829	2020
2830	2020
2831	2020
2832	2020
2833	2020
2834	2020
2835	2020
2836	2020
2837	2020
2838	2020
2839	2020
2840	2020
2841	2020
2842	2020
2843	2020
2844	2020
2845	2020
2846	2020
2847	2020
2848	2020
2849	2020
2850	2020
2851	2020
2852	2020
2853	2020
2854	2020
2855	2020
2856	2020
2857	2020
2858	2020
2859	2020
2860	2020
2861	2020
2862	2020
2863	2020
2864	2020
2865	2020
2866	2020
2867	2020
2868	2020
2869	2020
2870	2020
2871	2020
2872	2020
2873	2020
2874	2020
2875	2020
2876	2020
2877	2020
2878	2020
2879	2020
2880	2020
2881	2020
2882	2020
2883	2020
2884	2020
2885	2020
2886	2020
2887	2020
2888	2020
2889	2020
2890	2020
2891	2020
2892	2020
2893	2020
2894	2020
2895	2020
2896	2020
2897	2020
2898	2020
2899	2020
2900	2020
2901	2020
2902	2020
2903	2020
2904	2020
2905	2020
2906	2020
2907	2020
2908	2020
2909	2020
2910	2020
2911	2020
2912	2020
2913	2020
2914	2020
2915	2020
2916	2020
2917	2020
2918	2020
2919	2020
2920	2020
2921	2020
2922	2020
2923	2020
2924	2020
2925	2020
2926	2020
2927	2020
2928	2020
2929	2020
2930	2020
2931	2020
2932	2020
2933	2020
2934	2020
2935	2020
2936	2020
2937	2020
2938	2020
2939	2020
2940	2020
2941	2020
2942	2020
2943	2020
2944	2020
2945	2020
2946	2020
2947	2020
2948	2020
2949	2020
2950	2020
2951	2020
2952	2020
2953	2020
2954	2020
2955	2020
2956	2020
2957	2020
2958	2020
2959	2020
2960	2020
2961	2020
2962	2020
2963	2020
2964	2020
2965	2020
2966	2020
2967	2020
2968	2020
2969	2020
2970	2020
2971	2020
2972	2020
2973	2020
2974	2020
2975	2020
2976	2020
2977	2020
2978	2020
2979	2020
2980	2020
2981	2020
2982	2020
2983	2020
2984	2020
2985	2020
2986	2020
2987	2020
2988	2020
2989	2020
2990	2020
2991	2020
2992	2020
2993	2020
2994	2020
2995	2020
2996	2020
2997	2020
2998	2020
2999	2020
3000	2020
3001	2020
3002	2020
3003	2020
3004	2020
3005	2020
3006	2020
3007	2020
3008	2020
3009	2020
3010	2020
3011	2020
3012	2020
3013	2020
3014	2020
3015	2020
3016	2020
3017	2020
3018	2020
3019	2020
3020	2020
3021	2020
3022	2020
3023	2020
3024	2020
3025	2020
3026	2020
3027	2020
3028	2020
3029	2020
3030	2020
3031	2020
3032	2020
3033	2020
3034	2020
3035	2020
3036	2020
3037	2020
3038	2020
3039	2020
3040	2020
3041	2020
3042	2020
3043	2020
3044	2020
3045	2020
3046	2020
3047	2020
3048	2020
3049	2020
3050	2020
3051	2020
3052	2020
3053	2020
3054	2020
3055	2020
3056	2020
3057	2020
3058	2020
3059	2020
3060	2020
3061	2020
3062	2020
3063	2020
3064	2020
3065	2020
3066	2020
3067	2020
3068	2020
3069	2020
3070	2020
3071	2020
3072	2020
3073	2020
3074	2020
3075	2020
3076	2020
3077	2020
3078	2020
3079	2020
3080	2020
3081	2020
3082	2020
3083	2020
3084	2020
3085	2020
3086	2020
3087	2020
3088	2020
3089	2020
3090	2020
3091	2020
3092	2020
3093	2020
3094	2020
3095	2020
3096	2020
3097	2020
3098	2020
3099	2020
3100	2020
3101	2020
3102	2020
3103	2020
3104	2020
3105	2020
3106	2020
3107	2020
3108	2020
3109	2020
3110	2020
3111	2020
3112	2020
3113	2020
3114	2020
3115	2020
3116	2020
3117	2020
3118	2020
3119	2020
3120	2020
3121	2020
3122	2020
3123	2020
3124	2020
3125	2020
3126	2020
3127	2020
3128	2020
3129	2020
3130	2020
3131	2020
3132	2020
3133	2020
3134	2020
3135	2020
3136	2020
3137	2020
3138	2020
3139	2020
3140	2020
3141	2020
3142	2020
3143	2020
3144	2020
3145	2020
3146	2020
3147	2020
3148	2020
3149	2020
3150	2020
3151	2020
3152	2020
3153	2020
3154	2020
3155	2020
3156	2020
3157	2020
3158	2020
3159	2020
3160	2020
3161	2020
3162	2020
3163	2020
3164	2020
3165	2020
3166	2020
3167	2020
3168	2020
3169	2020
3170	2020
3171	2020
3172	2020
3173	2020
3174	2020
3175	2020
3176	2020
3177	2020
3178	2020
3179	2020
3180	2020
3181	2020
3182	2020
3183	2020
3184	2020
3185	2020
3186	2020
3187	2020
3188	2020
3189	2020
3190	2020
3191	2020
3192	2020
3193	2020
3194	2020
3195	2020
3196	2020
3197	2020
3198	2020
3199	2020
3200	2020
3201	2020
3202	2020
3203	2020
3204	2020
3205	2020
3206	2020
3207	2020
3208	2020
3209	2020
3210	2020
3211	2020
3212	2020
3213	2020
3214	2020
3215	2020
3216	2020
3217	2020
3218	2020
3219	2020
3220	2020
3221	2020
3222	2020
3223	2020
3224	2020
3225	2020
3226	2020
3227	2020
3228	2020
3229	2020
3230	2020
3231	2020
3232	2020
3233	2020
3234	2020
3235	2020
3236	2020
3237	2020
3238	2020
3239	2020
3240	2020
3241	2020
3242	2020
3243	2020
3244	2020
3245	2020
3246	2020
3247	2020
3248	2020
3249	2020
3250	2020
3251	2020
3252	2020
3253	2020
3254	2020
3255	2020
3256	2020
3257	2020
3258	2020
3259	2020
3260	2020
3261	2020
3262	2020
3263	2020
3264	2020
3265	2020
3266	2020
3267	2020
3268	2020
3269	2020
